3130	Una donna con un vestito bianco e un cappello bianco sta facendo una foto.
2330	Un gruppo di persone sta protestando per strada.
8185	Un cane bianco e marrone che corre in un campo.
4879	Un uomo in muta nera sta facendo surf su una tavola da surf.
8267	Un uomo in camicia blu e pantaloni neri sta camminando lungo un sentiero.
5989	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
25	Un uomo con una camicia nera e una donna con una maglietta bianca e una gonna nera e una donna con una maglietta 
2433	Un uomo in camicia bianca e pantaloni neri sta guardando un uomo in camicia bianca che suona una chitarra acustica.
9266	Un uomo con un cappello da baseball sta spazzando la strada.
3771	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
9013	Un uomo in camicia bianca e occhiali da sole sta parlando con un uomo in camicia bianca.
5621	Un ragazzo con luniforme da baseball che lancia una palla da calcio.
3162	Un uomo con una giacca di pelle e un cappello nero con una borsa nera sulla spalla destra.
4041	Un uomo con un cappello nero e una camicia nera sta suonando una chitarra acustica.
6921	Un gruppo di bambini che gioca a basket.
5160	Un cane nero e marrone che corre in un campo.
8740	Un gruppo di bambini che gioca a basket in una palestra.
304	Un uomo in camicia rossa e pantaloni neri sta facendo una postura a mano su un molo con un uomo in camicia bianca 
1196	Una bambina che gioca con i giocattoli.
2788	Una donna con una maglietta blu e un uomo con una maglietta blu sono seduti a un tavolo a bere.
7973	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
3109	Un uomo in camicia bianca e occhiali da sole sta parlando al microfono.
661	Un gruppo di persone che suonano strumenti.
6250	Un uomo con una camicia nera e dei pantaloni neri salta in aria con le braccia strette mentre un uomo in camicia bianca 
10171	Un bambino con una maglietta blu e dei pantaloni neri si siede su una sedia e tiene in mano un pipistrello.
3459	Un gruppo di persone che danzano sul palco.
1206	Un uomo in camicia nera sta mangiando un panino.
9736	Un cane nero che corre sulla neve.
9065	Un ragazzo e una ragazza che giocano a calcio.
6068	Una donna con una maglietta blu e una gonna nera e una gonna nera corta sta fumando.
1306	Un uomo con una camicia nera e dei pantaloni neri salta in aria su una tavola da surf.
9885	Un uomo con un cappello e una camicia a fiore si aggrappa a un palo.
4343	Un cane bianco e marrone che corre in un campo.
520	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
3082	Un uomo in bicicletta che fa trucchi di skateboarding.
7153	Un uomo con un cappello da pesca sta scavalcando con una bacchetta di pesca in spiaggia.
10239	Un uomo con gli occhiali e una camicia nera sta mangiando.
340	Un uomo con un cappello da baseball sta guidando una bicicletta.
2112	Un uomo in camicia bianca e pantaloni neri sta guardando una donna seduta su una panchina.
8015	Una donna con una maglietta blu e dei pantaloni neri che corre su una strada asfaltata.
51	Un bambino che gioca con una palla da tennis.
10235	Un uomo con una camicia nera e una donna con una maglietta bianca e una gonna nera e una donna con una maglietta 
9797	Un uomo con una camicia nera e un cappello da baseball sta guardando una telecamera.
7597	Una ragazza con un vestito bianco e dei sospegni darcobaleno che spuntano da un lago.
3972	Un uomo con una muta e un casco da bicicletta fa un salto in aria.
3951	Un uomo con un cappello da baseball sta guidando una bicicletta.
4367	Un uomo con un cappello nero e una giacca blu è in piedi accanto a un cartello.
5881	Un uomo con un cappello rigido sta lavorando su un pezzo di legno.
10390	Un uomo con una camicia nera e un cappello nero suona una tastiera elettronica.
7584	Un uomo con una camicia nera e dei pantaloni neri sta facendo snowboard su una pendenza.
3648	Un uomo e una donna sono seduti su una panchina.
5867	Un cane bianco e nero che salta in aria per prendere una Frisbee.
7750	Un cane marrone che corre in un campo.
3245	Un uomo in kayak in mare aperto.
9074	Un uomo con un cappello da bowler e una camicia nera sta per prendere un sorso da una panchina.
972	Un uomo in camicia bianca e pantaloni neri sta camminando su un ponte.
7962	Un uomo in camicia bianca e pantaloni neri sta guardando un bambino che dorme.
9979	Un uomo e una donna seduti su una panchina.
34	Un cane bianco e marrone che corre in un campo.
9776	Un uomo e una donna che si abbracciano.
2124	Un cane bianco e marrone che corre in un campo.
133	Un gruppo di persone che camminano sul lato di una montagna.
1984	Un uomo con una chitarra e un microfono che canta.
3774	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
1646	Un uomo e una donna stanno camminando lungo una strada asfaltata.
9242	Un uomo in camicia bianca e pantaloni neri sta camminando sul marciapiede.
4562	Un uomo in camicia bianca e occhiali da sole sta mangiando un panino.
5947	Un cane bianco e marrone che corre in un campo.
3097	Un cane bianco e marrone che nuota in un corpo dacqua.
856	Un uomo in camicia bianca e pantaloni neri sta guardando un bambino che dorme.
2678	Un gruppo di persone sedute a un tavolo a bere birre.
6694	Un uomo con una camicia nera e un cappello da baseball sta suonando una chitarra acustica.
8079	Un uomo con un cappello da baseball sta lavorando con il legno.
7739	Un cane bianco e nero salta su un ostacolo.
5760	Un bambino che dorme con una coperta rosa.
6549	Un uomo con un cappello da baseball sta camminando per una strada.
906	Un uomo con un cappello da baseball sta camminando per una strada.
10379	Una donna con una maglietta blu e dei pantaloni neri che corre su una strada asfaltata.
565	Un uomo in camicia bianca e pantaloni neri sta guardando una donna seduta su una panchina.
9598	Un ragazzo in maglietta blu e pantaloni neri sta saltando su un trampolino.
1983	Un uomo con una chitarra e un microfono che canta.
3826	Una donna con un vestito bianco e un cappello bianco sta camminando per una strada.
670	Un uomo con una camicia nera e una donna con una maglietta bianca e una gonna blu stanno guardando una donna seduta su 
4028	Un uomo in camicia bianca e pantaloni neri sta guardando una donna in camicia bianca e pantaloni neri che si sta preparando per 
9609	Un gruppo di bambini gioca a basket in una palestra.
9285	Un gruppo di persone che giocano a football.
760	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
6008	Un uomo con un cappello da baseball blu e una camicia nera sta per colpire una palla da tennis.
472	Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
5327	Un uomo con un cappello da bowler e una giacca di salvataggio seduto su un tavolo con una tovaglia rossa.
434	Un uomo in camicia bianca e pantaloni neri sta camminando sul marciapiede.
1480	Un uomo con un cappello nero e una camicia bianca sta giocando a una partita sportiva.
3834	Una donna con un vestito bianco e un cappello bianco sta camminando lungo una strada asfaltata.
7702	Una ragazza con un vestito bianco e una tiara si sta mettendo in posa per una foto.
8776	Un uomo con gli occhiali da sole e una camicia nera sta mangiando.
1987	Una donna con una maglietta blu e una gonna nera e una gonna nera corta sta fumando.
5441	Un cane bianco e nero che corre sulla spiaggia.
8674	Un ragazzo in piscina che gioca a badminton.
5618	Un uomo in camicia bianca e occhiali da sole sta suonando il piano.
8364	Un uomo con una giacca di pelle e un cappello nero che suona la chitarra.
1310	Un gruppo di persone sta protestando per strada.
3451	Un cane nero corre sulla spiaggia.
8528	Un uomo con un cappello da baseball e una maglietta blu sta parlando con una donna con una maglietta rossa.
259	Un uomo con un cappello e una camicia a strascico si siede su una panchina di legno.
5964	Un uomo in camicia bianca e pantaloni neri sta suonando una chitarra.
3078	Un uomo e una donna sono in spiaggia.
2955	Un uomo in camicia bianca e pantaloni neri sta camminando su un marciapiede.
5854	Un uomo con un cappello da baseball e una giacca di pelle nera sta guardando un altro uomo che tiene in mano un 
222	Un gruppo di persone sta camminando lungo una strada di pietra calcarea con un ombrello.
5171	Un uomo e una donna stanno camminando lungo un sentiero di montagna.
8811	Un uomo con un cappello da bowler e una camicia rossa sta parlando con un uomo in camicia bianca.
9803	Un uomo con una camicia nera e dei pantaloni neri sta facendo snowboard su una superficie curva.
8940	Un cane bianco e nero che salta su un ostacolo.
2848	Un uomo con un cappello da baseball sta aiutando un altro uomo con un cappello da cowboy.
5835	Un bambino in camicia rossa e pantaloni neri si sta mettendo in posa per una foto con una macchina fotografica.
3703	Un bambino che dorme con una coperta rosa.
9579	Un uomo con un casco da bicicletta e un casco da bicicletta che guida una moto.
10376	Un gruppo di persone si riunisce intorno a un tavolo con un portatile e un proiettore.
4510	Un cane marrone corre sulla neve.
7507	Un uomo in camicia bianca e pantaloni neri sta dormendo su un divano.
8225	Un uomo con un cappello da baseball è in piedi su una collina di fronte a un grande bacino dacqua.
9342	Un uomo con una camicia nera e dei pantaloni neri salta in aria su una corda.
9531	Due giocatori di basket che guardano verso il pallone.
4501	Una ragazzina con una maglietta blu sta mangiando una torta.
6002	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
1023	Un uomo con un cappello da bowler e una giacca di pelle nera che tiene in mano un cartello.
8903	Un gruppo di persone sta camminando lungo un sentiero verso unarea fendita circondata da alberi.
5807	Un uomo in camicia blu e pantaloni neri sta camminando lungo un sentiero.
4801	Un uomo in camicia bianca e pantaloni neri sta camminando sul marciapiede.
8654	Un uomo in camicia bianca e pantaloni neri sta camminando su un marciapiede.
9502	Un uomo in camicia bianca e pantaloni neri sta correndo una maratona.
2600	Un gruppo di persone sta attorno ad un uomo con un cappello da cowboy.
539	Un uomo con un cappello nero e una camicia nera sta suonando la chitarra.
8274	Un uomo in camicia bianca e pantaloni neri sta camminando sul marciapiede.
9328	Un gruppo di persone che suonano strumenti.
8023	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
1305	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
4942	Un bambino che gioca con una palla da calcio.
2130	Un uomo e una donna che camminano lungo una strada.
10106	Un uomo con una giacca di pelle e un cappello nero che parla a un gruppo di persone.
7263	Un uomo in camicia bianca e pantaloni neri sta guardando una donna in camicia bianca e jeans blu.
3500	Un uomo in camicia bianca e pantaloni neri sta guardando una donna in camicia bianca e nera a una scrivania.
887	Una donna con un vestito bianco e un cappello bianco sta facendo una danza.
7581	Un uomo con un cappello rigido sta lavorando su un tetto.
8708	Una donna con una maglietta blu sta mangiando.
97	Un uomo con un cappello rigido sta lavorando su un tetto.
1072	Un uomo in bicicletta che fa un trucco in aria.
2139	Un uomo con un cappello da baseball e una maglietta blu sta guidando una bicicletta.
7631	Un gruppo di persone sedute a un tavolo con dei fogli di carta.
8337	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
5724	Un cane nero che corre in un campo.
137	Un uomo in camicia nera e jeans sta facendo un trucco su uno skateboard.
5701	Un uomo con una camicia nera e dei pantaloni neri salta in aria su una roccia.
2054	Un uomo con un cappello da baseball e una maglietta blu sta parlando con una donna con una maglietta rossa.
4686	Un bambino che gioca con un giocattolo in un parco giochi.
4748	Un uomo in camicia bianca e pantaloni neri sta guardando un bambino che sta dormendo.
2690	Un ragazzo in maglietta blu gioca con una palla da calcio.
3087	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
8427	Un uomo in camicia bianca e pantaloni neri sta facendo una foto mentre si trova vicino allacqua.
1610	Un gruppo di bambini seduti a un tavolo a bere.
279	Una ragazza con una maglietta rosa e jeans blu sta saltando su una corda rossa.
7986	Una ragazza con un vestito bianco e dei sospegni darcobaleno.
9908	Un uomo in muta nera sta facendo surf su una tavola da surf.
1594	Un uomo in camicia bianca e pantaloni neri sta camminando su un sentiero.
2412	Un bambino che indossa una maglietta con scritto MAKE SOME NOISE inclina la testa lateralmente.
4402	Un uomo in camicia verde e pantaloni neri sta guidando una bicicletta.
8831	Un gruppo di bambini sta giocando a Twister.
4816	Un uomo con gli occhiali che indossa una camicia a strisce bianche e nere e un cappello da baseball sta guardando una telecamera.
734	Un gruppo di persone sta camminando lungo una sentiera di montagna.
2319	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
1343	Un uomo con una camicia nera e dei pantaloni neri salta in aria su una corda.
3437	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
6300	Una donna con una maglietta nera e jeans blu sta facendo una foto.
9492	Un uomo con un cappello da bowler e una camicia rossa sta facendo una foto.
124	Un uomo in camicia bianca e pantaloni neri sta parlando con un uomo in camicia bianca.
1821	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
9058	Un uomo con un cappello da baseball e una maglietta blu sta guidando una bicicletta.
4882	Un ragazzo in maglietta blu e pantaloni cachi si siede su una panchina del parco.
2458	Un uomo in muta blu sta nuotando in acque sconnesse.
2410	Una donna con una maglietta blu sta guardando una donna in camicia bianca e un uomo in camicia nera che condividono un pasto.
3476	Un bambino che dorme con una coperta rosa.
6242	Un uomo in camicia bianca e pantaloni neri sta camminando sul marciapiede.
8993	Un uomo con una camicia nera e una donna con una maglietta blu sono in piedi con le mani alzate.
1401	Un uomo con un cappello da cowboy guida un cavallo marrone.
10088	Un uomo con un cappello nero e una giacca blu è in piedi accanto a un cartello.
7874	Un uomo con gli occhiali che lavora su un pezzo di legno.
7791	Un cane bianco e marrone corre attraverso un campo.
395	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
246	Un uomo con gli occhiali e una camicia nera sta mangiando.
9673	Un uomo in bicicletta che fa un trucco in aria.
8322	Un gruppo di persone che camminano per strada.
6127	Un uomo in camicia nera e jeans blu è in piedi su una strada.
748	Un gruppo di bambini che gioca a basket.
228	Un uomo in camicia bianca e occhiali da sole sta parlando con un uomo in camicia bianca.
1895	Una donna con una maglietta blu e un uomo con una maglietta blu sono seduti a un tavolo con una tovaglia rossa.
4317	Un uomo con un cappello da baseball sta guidando una bicicletta.
487	Un ragazzo in camicia rossa e pantaloni neri sta saltando su una corda rossa e nera.
2572	Un uomo in camicia bianca e occhiali da sole sta mangiando un panino.
6192	Un gruppo di persone che camminano sul marciapiede.
10287	Un gruppo di persone sta camminando lungo una strada asfaltata.
1723	Un uomo con un cappello da baseball sta spazzando il pavimento.
8982	Un bambino che gioca con una palla rossa.
9308	Un uomo in camicia bianca e pantaloni neri sta correndo una maratona.
8766	Un cane bianco e nero salta su un ostacolo.
2161	Un uomo con un cappello da bowler e una giacca di salvataggio seduto su una sedia.
3412	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
9223	Un ragazzo in maglietta blu gioca con una palla da calcio.
7881	Un uomo con una giacca di pelle e un cappello nero con una bandiera canadese cammina sul marciapiede.
2131	Un gruppo di persone che camminano per strada.
7639	Un uomo in camicia bianca e occhiali da sole sta parlando con un uomo in camicia bianca.
654	Un uomo e una donna in posa per una foto.
6733	Due bambini giocano in una fontana.
1833	Un cane nero che corre in acqua.
754	Un uomo in kayak in mare aperto.
7542	Un uomo con un cappello da baseball sta lavorando con il legno.
6830	Un gruppo di persone si riunisce intorno a un tavolo con un portatile e un proiettore.
5240	Un uomo con un cappello da bowler e una camicia rossa sta camminando in un vicolo.
10242	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
5767	Un uomo in camicia bianca e pantaloni neri sta lavorando ad un progetto di artigianato.
5261	Un uomo con una maglietta blu leggera e una donna con una maglietta blu sono sedute a un tavolo con una tovaglia rossa 
7996	Un uomo in kayak in acque accidentate.
5763	Un uomo con una camicia nera e dei pantaloni neri corre sulla spiaggia.
3724	Un uomo in camicia bianca e pantaloni neri sta camminando lungo un sentiero.
9042	Un gruppo di persone sta in piedi su una piattaforma della metropolitana e guardano la stessa direzione.
8870	Un uomo con gli occhiali da sole e una camicia nera sta mangiando.
2265	Un uomo in muta nera sta facendo surf su una tavola da surf.
7921	Un uomo con una maglietta blu leggera e una donna con una maglietta bianca e un uomo in camicia nera stanno camminando per 
2260	Un uomo in camicia bianca e occhiali da sole sta mangiando un panino.
4663	Una donna con una maglietta bianca e una gonna nera e una gonna nera corta e scintillante balla con una donna con un 
1117	Due bambini giocano in spiaggia.
3008	Un cane nero che corre sulla spiaggia.
7912	Un cane bianco e marrone che corre in un campo.
4981	Una donna con una maglietta blu sta mangiando una torta a un uomo in una maglietta bianca.
7549	Un uomo con una camicia nera e dei pantaloni neri salta in aria su una spiaggia.
6645	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
5056	Un bambino che dorme con una coperta rosa.
2615	Un bambino con una maglietta blu e dei pantaloni neri è seduto su un divano con una bottiglia di plastica.
9572	Un giocatore di basket che indossa ununiforme bianca e blu.
11516	Un uomo in camicia bianca e pantaloni neri sta facendo un trucco.
20457	Una donna con una maglietta blu sta mangiando.
15358	Un uomo in camicia bianca e pantaloni neri sta correndo una maratona.
19247	Una donna con un vestito bianco e un cappello bianco sta camminando per una strada.
14832	Un cane nero che corre sulla spiaggia.
18028	Un ragazzo con una maglietta rossa e dei pantaloni neri gioca con una palla da calcio.
17177	Un uomo con un cappello da pesca e una camicia da pesca è seduto su una roccia vicino allacqua.
12305	Un uomo in camicia blu e pantaloni neri sta camminando su un sentiero.
14736	Un uomo con un cappello da bowler e un cappello sta saltellando in un campo di fiori.
18764	Un uomo in camicia blu sta lavorando con un taglialegna.
17603	Una donna con un vestito bianco e un cappello bianco sta camminando per una strada.
11897	Un ragazzo con una maglietta blu sta guardando una telecamera.
11890	Un giocatore di calcio in maglietta verde e bianca che lancia una palla da calcio mentre altri guardano.
11466	Un giocatore di basket che indossa ununiforme bianca e blu.
20154	Un uomo in camicia bianca e pantaloni neri sta guardando un bambino che sta dormendo.
13085	Un uomo con gli occhiali da sole e una camicia nera sta mangiando.
14134	Un uomo con un cappello da baseball e una maglietta blu sta parlando con una donna con un vestito bianco.
10499	Una donna con i capelli rossi e una camicia nera sta mangiando.
15374	Un uomo e una donna in posa per una foto.
13992	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
20562	Una donna con i capelli rossi e una camicia nera sta guardando una telecamera.
16010	Un uomo con un cappello e una camicia a strisce è seduto su una roccia vicino allacqua.
13977	Un cane nero corre in un campo.
18979	Un cane bianco e marrone che corre in un campo.
14231	Un uomo e una donna sono seduti su una panchina del parco con un bambino che indossa un cappello da golf.
18723	Un bambino che gioca con una palla da calcio.
19174	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
17109	Un uomo con una maglietta nera e jeans blu sta suonando una chitarra e canta.
14786	Un uomo con un cappello da baseball sta lavorando con il suo bastone.
13580	Un uomo in camicia bianca e pantaloni neri sta praticando a colpire la palla con un uomo in maglietta bianca e un altro 
17963	Un uomo con un cappello da baseball sta guidando una bicicletta.
19122	Una donna con un cappello e una camicia a strisce bianche e nere e pantaloni marroni sta facendo un pisolino sul marciapiede.
10692	Un uomo con un cappello da cowboy e una camicia rossa sta spingendo un cavallo bianco su una strada sporca.
19857	Un uomo con un cappello nero e una giacca nera sta per strada.
12375	Un bambino in camicia rossa e pantaloni marroni è seduto su una roccia.
16063	Un uomo con un cappello rigido e una camicia nera sta guidando una moto.
16191	Una donna con una maglietta blu sta camminando sul marciapiede.
12293	Un uomo con un cappello da bowler e una camicia rossa sta guardando un altro uomo che tiene in mano un bicchiere di 
15774	Un uomo con un cappello nero e una giacca blu è in piedi accanto a un cartello di protesta.
12417	Un gruppo di persone che camminano su un sentiero di pietra.
17978	Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
20229	Un uomo con un cappello da baseball sta dormendo su una panchina.
13302	Un uomo in camicia nera e jeans blu è in piedi con una donna in camicia bianca.
14974	Una donna con una maglietta blu e un uomo con una maglietta blu sono in piedi con le braccia attorno.
14596	Un uomo in bicicletta salta su una collina sporca.
13516	Un cane bianco e nero che corre sulla neve.
16381	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
18155	Un uomo in camicia bianca suona una chitarra acustica.
17933	Un gruppo di persone sedute a un tavolo a bere.
12212	Un gruppo di persone sta protestando per strada.
19071	Un uomo con un cappello da baseball sta spazzando lerba con un tagliaerba.
20459	Un gruppo di persone sedute a un tavolo da picnic con una donna che indossa una maglietta bianca e un cappello da baseball 
11906	Una donna con un vestito bianco e un cappello bianco sta ballando.
19005	Un uomo con un cappello da cowboy e un cavallo marrone che cerca di lassare una mucca.
18061	Un uomo con un cappello da baseball sta lavorando con macchinari complicati.
17655	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
11979	Un uomo in camicia bianca e occhiali da sole sta parlando a una donna in camicia bianca.
11124	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
17997	Un uomo con una camicia nera e dei pantaloni neri è seduto su una panchina di legno.
14072	Un gruppo di bambini sta guardando una ragazza che sta per giocare a dama.
17573	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
10629	Un uomo in camicia nera e jeans sta suonando una chitarra acustica.
13990	Un cane bianco e marrone che corre in un campo.
13770	Una ragazzina con una maglietta blu sta mangiando un cono gelato.
17673	Un uomo in camicia bianca e pantaloni neri sta guardando un uomo in camicia bianca.
19609	Una donna con una maglietta blu e una gonna nera e una camicia nera con in mano un bicchiere di vino.
12441	Un uomo in camicia bianca e pantaloni neri sta guardando una donna in vestito nero che tiene in mano un sacchetto verde.
11656	Un uomo con un cappello nero e una giacca blu è in piedi accanto a un cartello.
20682	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
15047	Un uomo in kayak in acque accidentate.
17346	Un gruppo di persone sta camminando lungo una strada affollata della città.
18418	Un gruppo di persone che camminano per strada.
16421	Un uomo con un cappello da baseball sta dormendo su una panchina.
14260	Un uomo con un cappello da bowler e una camicia rossa sta facendo una foto.
17945	Un uomo con un cappello da baseball sta guidando una bicicletta.
19545	Un uomo in camicia bianca e pantaloni neri sta camminando per una strada.
16070	Un uomo in moto che fa scoppiare un volante sulla sua bicicletta.
17630	Un uomo con una giacca nera e un casco nero è in piedi su una collina innevata.
16455	Un uomo in camicia bianca e pantaloni neri sta guardando qualcosa.
